id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
J4UF6byGVD4cf5R1hyMIxw,yanni-s-coffee-new-york,Yanni’s Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/r5eg-l-Pfcs_bWhx5b-3gA/o.jpg,False,https://www.yelp.com/biz/yanni-s-coffee-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,68,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"{'latitude': 40.7397792, 'longitude': -73.9989726}",[],$,"{'address1': '96 7th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['96 7th Ave', 'New York, NY 10011']}",16468337333.0,(646) 833-7333,3839.7369459902175
dJYc9Hi0KJRMqCkCJOxC-w,sakura-sushi-and-thai-cuisine-new-york-2,Sakura Sushi & Thai Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/_JbklTVuX0yzJSB-0afQGA/o.jpg,False,https://www.yelp.com/biz/sakura-sushi-and-thai-cuisine-new-york-2?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,71,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'thai', 'title': 'Thai'}]",3.0,"{'latitude': 40.7239, 'longitude': -73.99479}","['delivery', 'pickup']",$$,"{'address1': '273 Mott St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['273 Mott St', 'New York, NY 10012']}",12129418383.0,(212) 941-8383,2051.3720887199493
MBpcYNiqrmr8qcFSeJK5mQ,mad-for-chicken-flushing,Mad For Chicken,https://s3-media2.fl.yelpcdn.com/bphoto/wkC4-Ih-VmmnQrTx4bCvag/o.jpg,False,https://www.yelp.com/biz/mad-for-chicken-flushing?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,1810,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,"{'latitude': 40.7635739, 'longitude': -73.8079404}","['pickup', 'delivery']",$$,"{'address1': '157-18 Northern Blvd', 'address2': '', 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['157-18 Northern Blvd', 'Flushing, NY 11354']}",17183213818.0,(718) 321-3818,16986.637397024086
ZEcrijlv110nisAg-fzrCQ,wing-world-staten-island-2,Wing World,https://s3-media2.fl.yelpcdn.com/bphoto/p1sILsivb8LXXulCGkfyvg/o.jpg,False,https://www.yelp.com/biz/wing-world-staten-island-2?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,42,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'wraps', 'title': 'Wraps'}]",3.0,"{'latitude': 40.5712473876645, 'longitude': -74.1114813357659}","['delivery', 'pickup']",$,"{'address1': '332 New Dorp Ln', 'address2': '', 'address3': None, 'city': 'Staten Island', 'zip_code': '10306', 'country': 'US', 'state': 'NY', 'display_address': ['332 New Dorp Ln', 'Staten Island, NY 10306']}",17183519464.0,(718) 351-9464,17900.939085485057
9C3suHundPlipFSfmhD02g,jimbos-hamburger-palace-new-york,Jimbo's Hamburger Palace,https://s3-media2.fl.yelpcdn.com/bphoto/Szznbz5hXKpJw6PUE71jcw/o.jpg,False,https://www.yelp.com/biz/jimbos-hamburger-palace-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,42,"[{'alias': 'burgers', 'title': 'Burgers'}]",3.5,"{'latitude': 40.815448, 'longitude': -73.94033}",[],$,"{'address1': '535 Malcolm X Blvd', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10037', 'country': 'US', 'state': 'NY', 'display_address': ['535 Malcolm X Blvd', 'New York, NY 10037']}",12124918680.0,(212) 491-8680,13050.879352379643
38VMh0KbFDmy0femXXof2w,son-ja-jang-palisades-park,Son Ja Jang,https://s3-media3.fl.yelpcdn.com/bphoto/iEAzxIYEa9x7NWmq56Isdg/o.jpg,False,https://www.yelp.com/biz/son-ja-jang-palisades-park?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,179,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 40.84629, 'longitude': -73.99845}","['delivery', 'pickup']",$$,"{'address1': '232 Broad Ave', 'address2': '', 'address3': '', 'city': 'Palisades Park', 'zip_code': '07650', 'country': 'US', 'state': 'NJ', 'display_address': ['232 Broad Ave', 'Palisades Park, NJ 07650']}",12019447777.0,(201) 944-7777,15673.776227840981
PSpGb8041o_FXpj3V4Y-iw,gyro-world-flushing-2,Gyro World,https://s3-media1.fl.yelpcdn.com/bphoto/6Lljcesu99VHoJkrGifn2A/o.jpg,False,https://www.yelp.com/biz/gyro-world-flushing-2?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,567,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'latitude': 40.7581424, 'longitude': -73.7869091}","['delivery', 'pickup']",$$,"{'address1': '194-21 Northern Blvd', 'address2': None, 'address3': '', 'city': 'Flushing', 'zip_code': '11358', 'country': 'US', 'state': 'NY', 'display_address': ['194-21 Northern Blvd', 'Flushing, NY 11358']}",17184283800.0,(718) 428-3800,18430.55794633596
7Pd31vey_5feGhpnMxPqCQ,dunkin-long-island-city-5,Dunkin',https://s3-media2.fl.yelpcdn.com/bphoto/18Er0G2CGUUKwWAB-nVNcw/o.jpg,False,https://www.yelp.com/biz/dunkin-long-island-city-5?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",1.0,"{'latitude': 40.736779, 'longitude': -73.932274}",['delivery'],,"{'address1': '34-21 Greenpoint Ave', 'address2': None, 'address3': None, 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['34-21 Greenpoint Ave', 'Long Island City, NY 11101']}",,,6284.113439599469
kSOR8BWkllL3E9b8BBmWcQ,dunkin-hazlet-2,Dunkin',https://s3-media3.fl.yelpcdn.com/bphoto/mokl6jXVKGzOOIrBL0Ek-w/o.jpg,False,https://www.yelp.com/biz/dunkin-hazlet-2?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,7,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 40.412091, 'longitude': -74.187389}",['delivery'],$,"{'address1': '80H Bethany Rd', 'address2': '', 'address3': '', 'city': 'Hazlet', 'zip_code': '07730', 'country': 'US', 'state': 'NJ', 'display_address': ['80H Bethany Rd', 'Hazlet, NJ 07730']}",,,36484.733407256994
qToaV0s69LkZgqhOqK8dOg,barzola-astoria,Barzola,https://s3-media2.fl.yelpcdn.com/bphoto/C9loMrQ3tlFZYVCI1uKaCQ/o.jpg,False,https://www.yelp.com/biz/barzola-astoria?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,14,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.76137, 'longitude': -73.92349}",['delivery'],,"{'address1': '33-01 Broadway', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['33-01 Broadway', 'Astoria, NY 11106']}",17184069929.0,(718) 406-9929,8610.673414258988
0LeoivMox_TrdnT6Zuxi0Q,cranberry-long-island-city,Cranberry,https://s3-media2.fl.yelpcdn.com/bphoto/kTY9UaD0WRB3CMEvP406RQ/o.jpg,False,https://www.yelp.com/biz/cranberry-long-island-city?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,115,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.0,"{'latitude': 40.7487408848704, 'longitude': -73.93968300624}","['pickup', 'delivery']",$$,"{'address1': '2802 42nd Rd', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['2802 42nd Rd', 'Long Island City, NY 11101']}",17187842784.0,(718) 784-2784,6659.8778398458435
GBTP3RPsZblxgv6-E890CQ,mexican-cart-manhattan,Mexican Cart,,False,https://www.yelp.com/biz/mexican-cart-manhattan?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,6,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 40.79866, 'longitude': -73.93929}",[],$,"{'address1': '2143 3rd Ave', 'address2': '', 'address3': '', 'city': 'Manhattan', 'zip_code': '10035', 'country': 'US', 'state': 'NY', 'display_address': ['2143 3rd Ave', 'Manhattan, NY 10035']}",,,11353.87422957033
iNiq1vgWpEa48jlPAce8wQ,the-thirsty-koala-astoria,The Thirsty Koala,https://s3-media2.fl.yelpcdn.com/bphoto/OWPg_UP8xPIUzj2NQP-upw/o.jpg,False,https://www.yelp.com/biz/the-thirsty-koala-astoria?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,1103,"[{'alias': 'australian', 'title': 'Australian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.774416, 'longitude': -73.908739}","['delivery', 'pickup']",$$,"{'address1': '35-12 Ditmars Blvd', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['35-12 Ditmars Blvd', 'Astoria, NY 11105']}",17186265430.0,(718) 626-5430,10524.807925837084
HKlcHprrOCbwMw6x71zYLg,mokja-astoria,Mokja,https://s3-media4.fl.yelpcdn.com/bphoto/S3mtJLAOt-W1SMXQC0R2AQ/o.jpg,False,https://www.yelp.com/biz/mokja-astoria?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,286,"[{'alias': 'korean', 'title': 'Korean'}]",3.5,"{'latitude': 40.7602569466645, 'longitude': -73.9214469280272}","['pickup', 'delivery']",$$,"{'address1': '3519 Broadway', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['3519 Broadway', 'Astoria, NY 11106']}",17187210654.0,(718) 721-0654,8649.93098111311
vBluqKJE9kjNQosLzcNxlQ,holiday-inn-express-manhattan-times-square-south-new-york-2,Holiday Inn Express Manhattan Times Square South,https://s3-media2.fl.yelpcdn.com/bphoto/0WQ--Iz4XqRWHKpVpB-wug/o.jpg,False,https://www.yelp.com/biz/holiday-inn-express-manhattan-times-square-south-new-york-2?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,70,"[{'alias': 'hotels', 'title': 'Hotels'}]",3.5,"{'latitude': 40.7504909, 'longitude': -73.98605}",[],$$,"{'address1': '60 W 36th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['60 W 36th St', 'New York, NY 10018']}",12128973388.0,(212) 897-3388,5056.819236942647
WYhRkUATHRyXZrE55MArbA,scalini-fedeli-new-york,Scalini Fedeli,https://s3-media3.fl.yelpcdn.com/bphoto/jyyvm1ZMPC7SjtMUqYj8Uw/o.jpg,False,https://www.yelp.com/biz/scalini-fedeli-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,309,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 40.7173964385114, 'longitude': -74.0093277537459}",[],$$$$,"{'address1': '165 Duane St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['165 Duane St', 'New York, NY 10013']}",12125280400.0,(212) 528-0400,1836.2789790427398
FzMyUzFd7KRr-TYlWAsG7g,matto-espresso-new-york-3,Matto Espresso,https://s3-media1.fl.yelpcdn.com/bphoto/hpvbqRBSfT-93G1bQGgSXA/o.jpg,False,https://www.yelp.com/biz/matto-espresso-new-york-3?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,42,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 40.75369, 'longitude': -73.99136}","['delivery', 'pickup']",$,"{'address1': '252 West 37th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['252 West 37th St', 'New York, NY 10018']}",12122444281.0,(212) 244-4281,5355.650923835332
WBNXo3byv64a0hn40c9Zuw,montague-street-bagels-brooklyn,Montague Street Bagels,https://s3-media2.fl.yelpcdn.com/bphoto/t5AxAjiHcuJB-yY3g1m_Yg/o.jpg,False,https://www.yelp.com/biz/montague-street-bagels-brooklyn?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,205,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'latitude': 40.6949, 'longitude': -73.995183}","['pickup', 'delivery']",$,"{'address1': '108 Montague St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['108 Montague St', 'Brooklyn, NY 11201']}",17182372512.0,(718) 237-2512,1174.9309300350149
p6_79Vx3zVkbU4KFzTebiA,maya-fusion-cafe-brooklyn-2,Maya Fusion Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/qiCJOtaeMi1Yyr-JGriLOg/o.jpg,False,https://www.yelp.com/biz/maya-fusion-cafe-brooklyn-2?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,40,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 40.68601, 'longitude': -73.9116}","['pickup', 'delivery']",,"{'address1': '1337 Bushwick Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11207', 'country': 'US', 'state': 'NY', 'display_address': ['1337 Bushwick Ave', 'Brooklyn, NY 11207']}",17184844128.0,(718) 484-4128,7299.873168042203
MyDyAhJg9jczPfbcf3fNYg,dunkin-jamaica-45,Dunkin',https://s3-media3.fl.yelpcdn.com/bphoto/9VttOjm5pmYUMOQAzrHaRQ/o.jpg,False,https://www.yelp.com/biz/dunkin-jamaica-45?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,20,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",2.0,"{'latitude': 40.6479547857615, 'longitude': -73.7896299362183}",[],$,"{'address1': 'JFK International Airport', 'address2': '', 'address3': 'Terminal 8', 'city': 'Jamaica', 'zip_code': '11430', 'country': 'US', 'state': 'NY', 'display_address': ['JFK International Airport', 'Terminal 8', 'Jamaica, NY 11430']}",17182440359.0,(718) 244-0359,18405.09447970143
FzUsR-Me9kVx_PYM_wQp6Q,dunkin-rockville-centre,Dunkin',https://s3-media3.fl.yelpcdn.com/bphoto/EoYmwqalpXFqvcET9c1SjQ/o.jpg,False,https://www.yelp.com/biz/dunkin-rockville-centre?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,21,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 40.65862, 'longitude': -73.64761}",['delivery'],$,"{'address1': '61 N. Village Ave', 'address2': '', 'address3': '', 'city': 'Rockville Centre', 'zip_code': '11570', 'country': 'US', 'state': 'NY', 'display_address': ['61 N. Village Ave', 'Rockville Centre, NY 11570']}",15165948274.0,(516) 594-8274,29684.846011151236
DU_DMCalguwdsnmLOJX3mg,la-cigogne-brooklyn,La Cigogne ,https://s3-media2.fl.yelpcdn.com/bphoto/Qn5So-S3nXOdNcy1h_V4qg/o.jpg,False,https://www.yelp.com/biz/la-cigogne-brooklyn?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,358,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 40.683501, 'longitude': -73.999304}","['pickup', 'delivery']",$$,"{'address1': '215 Union St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['215 Union St', 'Brooklyn, NY 11231']}",17188585641.0,(718) 858-5641,2473.626129266588
X2C0_I0seTtjW9uL8e8FBw,don-chingon-brooklyn-2,Don Chingon,https://s3-media1.fl.yelpcdn.com/bphoto/SNZcYcic7p7p5pi7aKqaGg/o.jpg,False,https://www.yelp.com/biz/don-chingon-brooklyn-2?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,351,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]",4.5,"{'latitude': 40.681092, 'longitude': -73.975554}","['delivery', 'pickup']",$$,"{'address1': '216 Flatbush Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['216 Flatbush Ave', 'Brooklyn, NY 11217']}",17185763521.0,(718) 576-3521,3135.0962409018184
TtGdKu-qGVvFttp-RcdYwg,the-harold-new-york,The Harold,https://s3-media3.fl.yelpcdn.com/bphoto/RUj8BLgyHsp-RVr6Sem8kA/o.jpg,False,https://www.yelp.com/biz/the-harold-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,463,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,"{'latitude': 40.7483140920034, 'longitude': -73.9884801920307}",[],$$,"{'address1': '1271 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['1271 Broadway', 'New York, NY 10001']}",12126861888.0,(212) 686-1888,4791.937551180646
Q_bI2gY7LtMCXkzkakPUkg,henrys-rooftop-bar-new-york,Henry's Rooftop Bar,https://s3-media4.fl.yelpcdn.com/bphoto/_icYfdoRPXIwzQGdaqFJ-A/o.jpg,False,https://www.yelp.com/biz/henrys-rooftop-bar-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,64,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.754799, 'longitude': -73.97314}",[],$$,"{'address1': '501 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['501 Lexington Ave', 'New York, NY 10017']}",12127551400.0,(212) 755-1400,5770.123944907824
ZLCv2BKISBqmuYSWnFvFTg,astoria-bier-and-cheese-astoria,Astoria Bier and Cheese,https://s3-media1.fl.yelpcdn.com/bphoto/y2Tfzvt4BaAlr3Sa4FbEhg/o.jpg,False,https://www.yelp.com/biz/astoria-bier-and-cheese-astoria?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,354,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cheese', 'title': 'Cheese Shops'}]",4.5,"{'latitude': 40.76041, 'longitude': -73.92264}","['delivery', 'pickup']",$$,"{'address1': '34-14 Broadway', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['34-14 Broadway', 'Astoria, NY 11106']}",17185455588.0,(718) 545-5588,8597.36479725909
2xP41NqG_fNfRekQ3OX8Fw,enterprise-rent-a-car-new-york,Enterprise Rent-A-Car,https://s3-media4.fl.yelpcdn.com/bphoto/FlB3aRjygqR1m5rWfaIx3g/o.jpg,False,https://www.yelp.com/biz/enterprise-rent-a-car-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,55,"[{'alias': 'carrental', 'title': 'Car Rental'}]",3.5,"{'latitude': 40.72938291087, 'longitude': -73.9991743639533}",[],,"{'address1': '221 Thompson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['221 Thompson St', 'New York, NY 10012']}",12125332900.0,(212) 533-2900,2693.387672376738
QhUGMN9uizw6kAUAJLqwWQ,popojito-scarsdale,PopoJito,https://s3-media3.fl.yelpcdn.com/bphoto/YaDXdT1DxHk0JfozDZgc1A/o.jpg,False,https://www.yelp.com/biz/popojito-scarsdale?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,101,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.0,"{'latitude': 40.9902295, 'longitude': -73.8070063}","['delivery', 'pickup']",$$,"{'address1': '46 Christie Pl', 'address2': None, 'address3': '', 'city': 'Scarsdale', 'zip_code': '10583', 'country': 'US', 'state': 'NY', 'display_address': ['46 Christie Pl', 'Scarsdale, NY 10583']}",19147138946.0,(914) 713-8946,35361.72828026752
Lj8Ui6wlV7Er3-4r3yNsoA,moon-cafe-flushing-2,Moon Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/DXfPQdv4IgKxOtG9ApIQrQ/o.jpg,False,https://www.yelp.com/biz/moon-cafe-flushing-2?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,157,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",4.0,"{'latitude': 40.7629495940754, 'longitude': -73.8306925482605}","['pickup', 'delivery']",$,"{'address1': '137-06 Northern Blvd', 'address2': '', 'address3': '', 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['137-06 Northern Blvd', 'Flushing, NY 11354']}",13477320329.0,(347) 732-0329,15195.390258414905
8fr5FYU1ip0phERt1mrekg,bohemian-restaurant-new-york,Bohemian Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/zIBdEfav7BAq59O2CBC5tw/o.jpg,False,https://www.yelp.com/biz/bohemian-restaurant-new-york?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,766,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.72639, 'longitude': -73.99236}","['delivery', 'pickup']",$$$,"{'address1': '57 Great Jones St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['57 Great Jones St', 'New York, NY 10012']}",,,2336.6703092553835
CV34WV9aNsERlQACAJSAOg,runner-and-stone-brooklyn,Runner & Stone,https://s3-media3.fl.yelpcdn.com/bphoto/l4sl9R7ioEeYhiNNArJiCA/o.jpg,False,https://www.yelp.com/biz/runner-and-stone-brooklyn?adjust_creative=tlgEVrF7QT8N_1mT0YywvA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tlgEVrF7QT8N_1mT0YywvA,296,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.67721, 'longitude': -73.985919}",[],$$,"{'address1': '285 3rd Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['285 3rd Ave', 'Brooklyn, NY 11215']}",17185763360.0,(718) 576-3360,3215.739603527304
